arm,assignment_id,task_id,replicate,criterion_id,source_generation,offline,first_scored_submission,first_available_feedback_turn,first_focused_reminder_turn,availability_to_reminder_lag,first_verbatim_requirement_turn,verbatim_requirement_exposures,reminder_deliveries,proactive_deliveries,corrective_deliveries,scored_observations,scored_violations,post_reminder_scored_observations,post_reminder_scored_violations,post_reminder_violation_response_opportunities,first_post_reminder_level,first_post_reminder_points
full,da-18-5--rep-001--solver-luna--full-red-team-trace,da-18-5,1,elicited_2874eca8175d7e35,2,False,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""1fdaf7742953315d6d386aeae69b7b233e4ca68b8530762bdf914c6565189b79"", ""offset"": 15208, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2da3584b7c0340a88d56627f498ebd9cd0af3f0d76624a2cab46c59cc5b30604"", ""offset"": 8861, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 8861, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 8861, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 8861, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
full,da-18-5--rep-001--solver-luna--full-red-team-trace,da-18-5,1,elicited_85a8da4ef47ccb24,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2da3584b7c0340a88d56627f498ebd9cd0af3f0d76624a2cab46c59cc5b30604"", ""offset"": 10320, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 10320, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 10320, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""8c4b606107fe9aa7c4ac5bfca80b1e915110563ddc4a4de2938bbf96fba2266d"", ""offset"": 10320, ""representation"": ""literal""}]",1,1,0,4,0,3,0,0,A,0.0
full,da-12-2--rep-001--solver-luna--full-red-team-trace,da-12-2,1,elicited_3b94bec7a5334030,2,False,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""b769002c20f516aa82075f2efc4509b2031943af07c28a6909ce86d99bf121a5"", ""offset"": 14871, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""eea2988b14480417d3cad19c210821e953ca50cee8d1f686227cdc1d6e04c498"", ""offset"": 10048, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""0b4882544bca1ee895f2c05bd25a124e733c75e695e962ac1acb94d690ff8dcf"", ""offset"": 9995, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""3c9531a2d2ebb16ad2ab3b251290a64a9a3e3002ca95a74260963407963813dc"", ""offset"": 9748, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""3c9531a2d2ebb16ad2ab3b251290a64a9a3e3002ca95a74260963407963813dc"", ""offset"": 9748, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-14-3--rep-003--solver-luna--user-simulator-red-team-trace,da-14-3,3,elicited_db77c0abbeb9160b,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-003/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""4598999f066c4de2c1ae8ae10c18fa713b51213d7290699a4e3adc87703d1b3f"", ""offset"": 5518, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-14-3--rep-003--solver-luna--user-simulator-red-team-trace,da-14-3,3,elicited_5e90b0c6f1c3da80,3,False,s001,2,,,,[],0,0,0,3,0,0,0,0,,
user,da-14-3--rep-003--solver-luna--user-simulator-red-team-trace,da-14-3,3,elicited_2d6853fa275247e0,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-003/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""e31a4317d78065e5492d571704e3f347c9b4c28ebe9ed48709bb4aa03cb697e4"", ""offset"": 952, ""representation"": ""literal""}]",1,1,0,4,0,3,0,0,A,0.0
user,da-14-3--rep-003--solver-luna--user-simulator-red-team-trace,da-14-3,3,elicited_c9f9f49369dc5092,6,False,s004,5,5,0,5,"[{""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-003/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""abd14ee4db11706d323ba872e15d5029586dc7ea34323133fa4abf099e178d38"", ""offset"": 623, ""representation"": ""literal""}]",1,1,0,1,0,0,0,0,,
full,da-13-6--rep-003--solver-luna--full-red-team-trace,da-13-6,3,elicited_fd1b148d5bf4b379,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""21857a6b9b2cd9addb2a325e3cd8faeedabc3421ab16622eccf973243df28a57"", ""offset"": 18968, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""dafc73c41cc09c639cbfe7fe69b20821a12cc10add43fc47153d13a55a406ab7"", ""offset"": 13237, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""dafc73c41cc09c639cbfe7fe69b20821a12cc10add43fc47153d13a55a406ab7"", ""offset"": 13237, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""dafc73c41cc09c639cbfe7fe69b20821a12cc10add43fc47153d13a55a406ab7"", ""offset"": 13237, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""dafc73c41cc09c639cbfe7fe69b20821a12cc10add43fc47153d13a55a406ab7"", ""offset"": 13237, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-15-2--rep-003--solver-luna--user-simulator-red-team-trace,da-15-2,3,elicited_accc1ceaf159d0d1,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""76e627a376e7b8db3195dd0d83c11edaf4f475ce6f153c120bc2e7fc8e5b0a0b"", ""offset"": 9655, ""representation"": ""literal""}]",1,0,1,7,1,6,0,0,A,0.0
user,da-15-2--rep-003--solver-luna--user-simulator-red-team-trace,da-15-2,3,elicited_cefd1ecb9d7b6460,1,True,s000,1,2,1,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""3b92dde6dcdd8cf0e6a0121ca1287d6225ff9fa289a5137a34aa7aad37f06da8"", ""offset"": 2060, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""cf12abfc9eb0ff5837007415924be0cc540bf62ee3045666919badad93eb3096"", ""offset"": 1657, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""46b699f4e08b8258e3251a78f31f136de4544fd7ab0606d8f5399ce4b56d7cf3"", ""offset"": 1847, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""aac6026d0629cda2a977a04b4f2ea10455d9cac32656e2387fd621ef46dedf4d"", ""offset"": 1550, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""e3fe2ed09dcafd9d83ba7635e384eef7b8639e996d372e7e01fe34eede2352d6"", ""offset"": 1472, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""bcdb6e3e41ece00588a43e6866eda302dfe4f7d3b968e6f95d462bcc0a64c12d"", ""offset"": 1521, ""representation"": ""literal""}]",6,0,6,7,7,5,5,5,B,-5.0
user,da-15-2--rep-003--solver-luna--user-simulator-red-team-trace,da-15-2,3,elicited_bdb0a7f3e2fd8a71,6,False,s004,5,,,,[],0,0,0,3,0,0,0,0,,
full,da-19-1--rep-002--solver-luna--full-red-team-trace,da-19-1,2,elicited_cf9d9c7f19df23ea,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""7d44e1f2df3e26c7d264ee2a57f7a99eb7f83094d3537debafcb07d15ecbd248"", ""offset"": 13211, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""3c76fc1da34adf9b3532b048bef3f9a260a234b158df826ecac8635cbdd9645b"", ""offset"": 13211, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""0f0e54ff729478d758868e9053975e245c2d508dd22713ea57505333e3df4dbf"", ""offset"": 13428, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""fed4f9031c040560e3604dde6909ace07fe87619a854e8374a01c5e3bf719047"", ""offset"": 13428, ""representation"": ""literal""}]",1,1,0,4,0,3,0,0,A,0.0
full,da-19-1--rep-002--solver-luna--full-red-team-trace,da-19-1,2,elicited_a9ddac719daf0b92,5,False,s003,4,4,0,4,"[{""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""0f0e54ff729478d758868e9053975e245c2d508dd22713ea57505333e3df4dbf"", ""offset"": 14971, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""fed4f9031c040560e3604dde6909ace07fe87619a854e8374a01c5e3bf719047"", ""offset"": 14971, ""representation"": ""literal""}]",1,1,0,2,0,1,0,0,A,0.0
full,da-14-1--rep-001--solver-luna--full-red-team-trace,da-14-1,1,elicited_17bac549dc540429,1,True,s000,1,,,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""5df8f1ef8d80db53386349735d1f6109d7d710250957fbb29f938c62d75abc1b"", ""offset"": 21629, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 16214, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 16214, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 16214, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 16214, ""representation"": ""literal""}]",0,0,0,5,0,0,0,0,,
full,da-14-1--rep-001--solver-luna--full-red-team-trace,da-14-1,1,elicited_f31a1f4b420a3ece,2,False,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""5df8f1ef8d80db53386349735d1f6109d7d710250957fbb29f938c62d75abc1b"", ""offset"": 22873, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 17458, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 17458, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 17458, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""aa7582920ac19273ca2f234fc2f5229392e757d20bb8102deefc6bcb363e3599"", ""offset"": 17458, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
full,da-19-1--rep-003--solver-luna--full-red-team-trace,da-19-1,3,elicited_db06ef0df004fd5e,6,False,s004,5,5,0,5,"[{""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""3596cff0bdc55db7271bfd74028507712df0c289830b4cf729157cf1e82c85cc"", ""offset"": 13226, ""representation"": ""literal""}]",1,1,0,1,0,0,0,0,,
full,da-10-3--rep-002--solver-luna--full-red-team-trace,da-10-3,2,elicited_9e3dcd6fc9e02e6b,3,False,s001,2,2,0,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""0ddc72df55fad8e511d0c7a93cda0bdfc9fe7acd58ceed4c2e3f33225d598a1b"", ""offset"": 15566, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""094e06dd6e7434011e860ae0fa1891e82031fd63fbcccd27a0a4d418bd189280"", ""offset"": 15610, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""7f84667ebac79759e6ae8c449397650e2e1ad131b249aa941a8c30a769d7c901"", ""offset"": 15793, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""83db629def6849cb4f63bac82cec8bd95f568e374c165f3a79d116141e488144"", ""offset"": 15770, ""representation"": ""literal""}]",2,1,1,4,1,3,1,1,C,-10.0
full,da-10-3--rep-002--solver-luna--full-red-team-trace,da-10-3,2,elicited_e96cd7d714e024be,5,False,s003,4,4,0,4,"[{""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""7f84667ebac79759e6ae8c449397650e2e1ad131b249aa941a8c30a769d7c901"", ""offset"": 17226, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""83db629def6849cb4f63bac82cec8bd95f568e374c165f3a79d116141e488144"", ""offset"": 17203, ""representation"": ""literal""}]",1,0,1,2,1,1,0,0,A,0.0
full,da-14-8--rep-001--solver-luna--full-red-team-trace,da-14-8,1,elicited_42633414a38f749a,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""c76b63faf8d876b370fcd1dea58844947bd740f454c57fa42bdf365573301988"", ""offset"": 24150, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""0b0fce061885182b93882635e52693c2f91d84993541eda410271a25b3a875fd"", ""offset"": 18196, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""0b0fce061885182b93882635e52693c2f91d84993541eda410271a25b3a875fd"", ""offset"": 18196, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""0b0fce061885182b93882635e52693c2f91d84993541eda410271a25b3a875fd"", ""offset"": 18196, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""0b0fce061885182b93882635e52693c2f91d84993541eda410271a25b3a875fd"", ""offset"": 18196, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
