policy,setting,task_id,replicate,generation,submission,solver_turn,active_criteria,violated_criteria,penalty,prompt_path,prompt_sha256
original,full,da-10-1,2,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,804c1dba4b3b911185c00e351187f25dbb8f50afa669d88a81d75865ac6d61d4
original,full,da-10-1,2,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,b22a62d2c1cb0381541d4d6d9d5d0eda516f64b1c52121abab9f963cf39a9e0d
original,full,da-10-1,2,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,f552b8b96473f2e44bb7c57bdb9b7a86d566155f70705232fb1bfbe3e16aa62e
original,full,da-10-1,2,3,s003,4,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,bdb45135c3cd34e24d6496938be1bb0f10fb725753af6959ced91a5dc4b076c3
original,full,da-10-1,2,4,s004,5,2,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,6d75966f52398e54e233fdb6819b15db782625d97efcbb7175630902b33dc175
original,full,da-10-1,2,5,s005,6,2,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-006/prompt.txt,25f3ad2d6c5e04434b97ac202eb865d8e7c94fb19fc41d53a402bbc2104b0c46
original,full,da-10-1,2,6,s006,7,2,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-007/prompt.txt,9f3db9d823dcd5b635057708c6424a42508b87fe8c851c5b486c942455020104
original,full,da-10-1,2,7,s007,8,2,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-002/luna/full-red-team-trace/turns/turn-008/prompt.txt,b1cc33f7f69cd7c0d7b34a8126d511b631e0427cd762becbbb22950393a7e313
original,full,da-10-1,3,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt,f3f23d5863dde0af0ca38e2d2d21869090894a627d1e6caca7abbbeac4149a8b
original,full,da-10-1,3,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt,937d2765ed29017ab1a8dfdcf5c2a03e8078c86f3190d3dad57b303b14344077
original,full,da-10-1,3,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt,2a6140b40dce7f3a7344c95fc453c9fe8d25e2f11826cfe14facb6a22f5b30f0
original,full,da-10-1,3,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt,2a6140b40dce7f3a7344c95fc453c9fe8d25e2f11826cfe14facb6a22f5b30f0
original,full,da-10-1,3,4,s004,5,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-1/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt,2a6140b40dce7f3a7344c95fc453c9fe8d25e2f11826cfe14facb6a22f5b30f0
original,full,da-10-3,1,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt,5d84611888d0da74451d7d5b0d8e3032234172105648438fe9759bf6d3fb1ef2
original,full,da-10-3,1,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt,9ee55eb54e1e922312f8bc06f9442518b8e30722ab3e8bfafb30f454d33c81ec
original,full,da-10-3,1,2,s002,3,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt,7391951613b7c5ba0ac078a2e77533224867064edbec339380df0ce4c1224d1b
original,full,da-10-3,1,3,s003,4,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt,7391951613b7c5ba0ac078a2e77533224867064edbec339380df0ce4c1224d1b
original,full,da-10-3,1,4,s004,5,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt,7391951613b7c5ba0ac078a2e77533224867064edbec339380df0ce4c1224d1b
original,full,da-10-3,2,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,f9a2c98cdf3a9df7a181733bc62a49f2645609226d59b720fc2361817707cd22
original,full,da-10-3,2,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,32ec3ef941f2449ca1cd49f2f144227912050730042224b463cb3ec703036757
original,full,da-10-3,2,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,32ec3ef941f2449ca1cd49f2f144227912050730042224b463cb3ec703036757
original,full,da-10-3,2,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,32ec3ef941f2449ca1cd49f2f144227912050730042224b463cb3ec703036757
original,full,da-10-3,2,4,s004,5,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,32ec3ef941f2449ca1cd49f2f144227912050730042224b463cb3ec703036757
original,full,da-10-3,3,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt,fd8e0c0dedbfbf117d1d7357fc9139309bed9762dff5fcc87886eb76a6859a08
original,full,da-10-3,3,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt,abfb8730c267885920080003bf978ea0b55a93c78ab64f22880a7cfc73828590
original,full,da-10-3,3,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt,ed47c9d0e184177629e496e1a64e0c5999b10efec429c9691aa2efbfc9a57dcb
original,full,da-10-3,3,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt,ed47c9d0e184177629e496e1a64e0c5999b10efec429c9691aa2efbfc9a57dcb
original,full,da-10-3,3,4,s004,5,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-10-3/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt,ed47c9d0e184177629e496e1a64e0c5999b10efec429c9691aa2efbfc9a57dcb
original,full,da-12-2,1,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt,15407b9305dca4a45e4df609c6dbaa4e80d55205bee024bd03c419716b7c06f0
original,full,da-12-2,1,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt,7b2ba678c093b9af8afe15f209977e52619223d3d07a1a9889600de7bda7d8ff
original,full,da-12-2,1,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt,fbb4bc991eb1e0d0f41e73e36ec3c3cbeda6ddb75df60daef4b258cb979c3e9e
original,full,da-12-2,1,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt,fbb4bc991eb1e0d0f41e73e36ec3c3cbeda6ddb75df60daef4b258cb979c3e9e
original,full,da-12-2,1,4,s004,5,1,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt,a53661e85e9751d1175f731af52e0a79bb4c657e153c92a66c16b99eaff53d30
original,full,da-12-2,1,5,s005,6,1,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-006/prompt.txt,a920066738fe72420fd1c3f48522945cf04ae682718edf643fde52519d5b7417
original,full,da-12-2,1,6,s006,7,1,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-007/prompt.txt,11ce627b14ea166bff9a329ec4690080d881707e48b8d20c82bc7f130bb4cee0
original,full,da-12-2,1,7,s007,8,2,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-008/prompt.txt,6b0dc6ca652120745eb9d5a1f4366b00ad73d237a114132f609e6ca5b94f8b7a
original,full,da-12-2,1,8,s008,9,2,1,-5.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-009/prompt.txt,b262ba335731b3ebb8f4730336673accdc5db9c1c38952c45b6d8e22bb878055
original,full,da-12-2,1,9,s009,10,2,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-001/luna/full-red-team-trace/turns/turn-010/prompt.txt,8b78228fa4e325a0e1aee160e05c99cca33451d1bb1a474cf0a1805d4665d74a
original,full,da-12-2,2,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,0e347589b8bea2dd43f3d85496daf9f6318b80d6f7fa76a541e0632df9748713
original,full,da-12-2,2,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,5ef6e371441cfc493aac6a3b8f718a0fef3463c436fc3afe012185155ab20a37
original,full,da-12-2,2,2,s002,3,1,1,-10.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,ad91f22a06b774e26ed302515b08b90587978de247992d37b50b86d16950da34
original,full,da-12-2,2,3,s003,4,1,1,-10.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,15ee41ab0470243047a8cca43038a608011f5fdc9d8126aa9109acb089df9853
original,full,da-12-2,2,4,s004,5,1,1,-10.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,1a5592fe7987df85719c71c1b12b36139c352446ddedea69d7bd3e631d6e6f5e
original,full,da-12-2,2,5,s005,6,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-002/luna/full-red-team-trace/turns/turn-006/prompt.txt,4077cd0a8acb821e7034e996254ccfa299ef643831d6c27df838719c8ae8edea
original,full,da-12-2,3,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt,ea9210c6ba44ccc55b59d9b49b7daf60513cbb6e4d0204dc10ba698cb47bf932
original,full,da-12-2,3,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt,f3956126b15b44effecd135e1a1244b8f8c0fda0c70480fe55958a3b862b6e2e
original,full,da-12-2,3,2,s002,3,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt,34b570d742abe66a569e8aec435b3b2f8d6a52679ed88f6007856953af4219e7
original,full,da-12-2,3,3,s003,4,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt,34b570d742abe66a569e8aec435b3b2f8d6a52679ed88f6007856953af4219e7
original,full,da-12-2,3,4,s004,5,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt,34b570d742abe66a569e8aec435b3b2f8d6a52679ed88f6007856953af4219e7
original,full,da-12-4,1,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt,6d9c37c2e335b98be17f5320dbb7077e8175a0c70a717f1e6781da2828a48660
original,full,da-12-4,1,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt,187270f21ee684cde18821f76e38942e262874b08a543afdf153d000ead19c6f
original,full,da-12-4,1,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt,f2239031cfc0aa99b136261f404c87a554020442eee2ae3b6c6aac20d3523db7
original,full,da-12-4,1,3,s003,4,1,1,-10.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt,dcf4cc2c7f928ecd82d1bd49bd8ff74c6e4cee535004a60affd580f38ce7493c
original,full,da-12-4,1,4,s004,5,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt,247798d34e2f233668b58c107e5553bc8ef9eda59c796a388c86d64062d3a7bf
original,full,da-12-4,2,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,de8e30cc353fe779b12c6c3394f357be7dd472c520cd72241a6454c96d767b9a
original,full,da-12-4,2,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,3e7a47b6308c4c1bacafed4a2a7da98ad3dbcaf44c21803065af6ee1910113df
original,full,da-12-4,2,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,ca710b39510d2a09d73a8a6e2b854bfab4f3ad990438a35d97f555df4c14b4f6
original,full,da-12-4,2,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,ca710b39510d2a09d73a8a6e2b854bfab4f3ad990438a35d97f555df4c14b4f6
original,full,da-12-4,2,4,s004,5,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,ca710b39510d2a09d73a8a6e2b854bfab4f3ad990438a35d97f555df4c14b4f6
original,full,da-12-4,3,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt,87a4dee4ffd157c011d8bcfded8d48868267cdbb563124dd4cf74f3c052e571b
original,full,da-12-4,3,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt,d760b821235ec9186a0b4dfdca9e4dbec5a2a82f400d5161434d798fec5c7b7e
original,full,da-12-4,3,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt,d760b821235ec9186a0b4dfdca9e4dbec5a2a82f400d5161434d798fec5c7b7e
original,full,da-12-4,3,3,s003,4,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt,d760b821235ec9186a0b4dfdca9e4dbec5a2a82f400d5161434d798fec5c7b7e
original,full,da-12-4,3,4,s004,5,1,1,-10.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt,696358ff68811ce61fa906748f6fe2739f86a976c1678cde9923d6613b3d5fa4
original,full,da-12-4,3,5,s005,6,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt,8c8dbfde4b3f524794a10c2d1630f0eabfa7566c7e16958248fbaa2adf926fb8
original,full,da-12-4,3,6,s006,7,2,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-12-4/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt,756452f022d4006e99de7d51398f1f383c2d0e224a53bdfc7eb631b2f263d6c6
original,full,da-13-1,1,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt,1caba6f66c32eb67af5f908c753379f9fbc49ada59f8e3876dbdb95e8b41941a
original,full,da-13-1,1,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt,26f6736d6a2be18e90bfe4da6ab4e93fb4a45fff4ad254d8e80026b5e78b0ed8
original,full,da-13-1,1,2,s002,3,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt,1824d78c2054609c04b994b8bedff3d34f7a2d4b950b7cb834feeffccae6be58
original,full,da-13-1,1,3,s003,4,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt,1824d78c2054609c04b994b8bedff3d34f7a2d4b950b7cb834feeffccae6be58
original,full,da-13-1,1,4,s004,5,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt,1824d78c2054609c04b994b8bedff3d34f7a2d4b950b7cb834feeffccae6be58
original,full,da-13-1,2,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,5948c6cb57888e227f18f1ad8c71dafb64fa5b14f53d8204778dacedc3bb9f80
original,full,da-13-1,2,1,s001,2,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,f00c791c9c9ac8f11756f472d9b62b0cd3582ca152efbc9c9e08a5aa2b00a5ea
original,full,da-13-1,2,2,s002,3,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,793455f537fbc0dcea0ba93aa1c8eac9dd9395479d33fd0ee24bd690f59a488d
original,full,da-13-1,2,3,s003,4,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,62f41a3a187571b5a5082a3b339a9ee3adb8ff4cafb7561945f272d31a7774a5
original,full,da-13-1,2,4,s004,5,1,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,62f41a3a187571b5a5082a3b339a9ee3adb8ff4cafb7561945f272d31a7774a5
original,full,da-13-1,3,0,s000,1,0,0,0.0,/data/user_data/aydanh/rubric_gen/runs/result20-cue-full-trace-20260909/trace/study/biomnibench-da-factorial-r10-39ddcf24f8aa/experiments/da-13-1/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt,8c985b4e715793678faed4b12ccfc5d7ed816dca1d3368a567600c6f7816dd2b
