policy,setting,task_id,replicate,root,proposed,admitted,first_proposal,first_admission,rejections,penalized_checkpoints,penalty_total,solver_turns
original,user,da-10-3,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-10-3/rep-003/luna/user-simulator-red-team-trace,9,1,2,4,"{""criterion_support_failed"": 5, ""aggregate_margin_failed"": 1, ""semantic_validation_failed"": 2}",2,-10.0,10
original,user,da-12-2,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace,6,1,2,3,"{""aggregate_margin_failed"": 1, ""criterion_support_failed"": 4}",1,-5.0,7
original,user,da-12-2,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-2/rep-002/luna/user-simulator-red-team-trace,9,1,2,2,"{""criterion_support_failed"": 2, ""semantic_validation_failed"": 6}",1,-10.0,10
original,user,da-12-2,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-2/rep-003/luna/user-simulator-red-team-trace,7,3,3,4,"{""criterion_support_failed"": 3, ""semantic_validation_failed"": 1}",3,-30.0,10
original,user,da-12-4,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-4/rep-001/luna/user-simulator-red-team-trace,10,1,2,7,"{""aggregate_margin_failed"": 1, ""criterion_support_failed"": 6, ""semantic_validation_failed"": 2}",0,0.0,10
original,user,da-12-4,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace,13,1,2,7,"{""criterion_support_failed"": 12}",2,-15.0,10
original,user,da-12-4,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-12-4/rep-003/luna/user-simulator-red-team-trace,4,1,2,3,"{""aggregate_margin_failed"": 1, ""criterion_support_failed"": 1, ""semantic_validation_failed"": 1}",2,-10.0,10
original,user,da-13-1,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace,9,0,2,,"{""criterion_support_failed"": 8, ""aggregate_margin_failed"": 1}",0,0.0,8
original,user,da-13-1,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace,11,0,2,,"{""criterion_support_failed"": 9, ""aggregate_margin_failed"": 2}",0,0.0,10
original,user,da-13-1,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace,13,0,2,,"{""criterion_support_failed"": 11, ""aggregate_margin_failed"": 2}",0,0.0,9
original,user,da-13-3,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace,3,1,2,4,"{""criterion_support_failed"": 2}",0,0.0,5
original,user,da-13-3,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-3/rep-002/luna/user-simulator-red-team-trace,2,1,2,3,"{""criterion_support_failed"": 1}",0,0.0,5
original,user,da-13-3,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace,4,1,2,4,"{""criterion_support_failed"": 3}",0,0.0,5
original,user,da-13-5,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace,4,0,2,,"{""criterion_support_failed"": 2, ""aggregate_margin_failed"": 2}",0,0.0,5
original,user,da-13-5,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace,3,0,2,,"{""criterion_support_failed"": 3}",0,0.0,5
original,user,da-13-5,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace,2,1,2,2,"{""criterion_support_failed"": 1}",0,0.0,6
original,user,da-13-6,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,6,0,2,,"{""semantic_validation_failed"": 2, ""criterion_support_failed"": 4}",0,0.0,8
original,user,da-13-6,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace,3,1,2,2,"{""criterion_support_failed"": 2}",3,-20.0,7
original,user,da-13-6,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace,4,0,2,,"{""criterion_support_failed"": 3, ""semantic_validation_failed"": 1}",0,0.0,5
original,user,da-14-1,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace,7,1,3,5,"{""criterion_support_failed"": 5, ""aggregate_margin_failed"": 1}",0,0.0,10
original,user,da-14-1,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-1/rep-002/luna/user-simulator-red-team-trace,13,1,2,8,"{""criterion_support_failed"": 12}",0,0.0,10
original,user,da-14-1,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-1/rep-003/luna/user-simulator-red-team-trace,4,1,2,4,"{""criterion_support_failed"": 3}",1,-5.0,6
original,user,da-14-3,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace,3,2,2,3,"{""aggregate_margin_failed"": 1}",0,0.0,5
original,user,da-14-3,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-3/rep-002/luna/user-simulator-red-team-trace,3,1,2,3,"{""criterion_support_failed"": 2}",0,0.0,5
original,user,da-14-3,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-3/rep-003/luna/user-simulator-red-team-trace,4,2,2,4,"{""semantic_validation_failed"": 1, ""aggregate_margin_failed"": 1}",0,0.0,5
original,user,da-14-8,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-8/rep-001/luna/user-simulator-red-team-trace,2,2,2,2,{},1,-5.0,6
original,user,da-14-8,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-8/rep-002/luna/user-simulator-red-team-trace,3,2,2,2,"{""semantic_validation_failed"": 1}",5,-45.0,10
original,user,da-14-8,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-14-8/rep-003/luna/user-simulator-red-team-trace,8,0,3,,"{""aggregate_margin_failed"": 2, ""criterion_support_failed"": 5, ""semantic_validation_failed"": 1}",0,0.0,9
original,user,da-15-1,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-1/rep-001/luna/user-simulator-red-team-trace,3,1,3,3,"{""criterion_support_failed"": 1, ""semantic_validation_failed"": 1}",0,0.0,5
original,user,da-15-1,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace,12,1,2,5,"{""criterion_support_failed"": 9, ""aggregate_margin_failed"": 2}",0,0.0,10
original,user,da-15-1,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace,4,1,2,2,"{""criterion_support_failed"": 1, ""aggregate_margin_failed"": 2}",0,0.0,5
original,user,da-15-2,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace,16,1,2,6,"{""criterion_support_failed"": 11, ""aggregate_margin_failed"": 4}",7,-40.0,10
original,user,da-15-2,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-2/rep-002/luna/user-simulator-red-team-trace,11,0,2,,"{""semantic_validation_failed"": 2, ""criterion_support_failed"": 6, ""aggregate_margin_failed"": 3}",10,-55.0,10
original,user,da-15-2,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-2/rep-003/luna/user-simulator-red-team-trace,15,0,2,,"{""criterion_support_failed"": 10, ""aggregate_margin_failed"": 4, ""semantic_validation_failed"": 1}",10,-50.0,10
original,user,da-15-7,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-7/rep-001/luna/user-simulator-red-team-trace,10,1,2,2,"{""criterion_support_failed"": 5, ""semantic_validation_failed"": 4}",1,-5.0,10
original,user,da-15-7,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-7/rep-002/luna/user-simulator-red-team-trace,11,0,2,,"{""aggregate_margin_failed"": 1, ""criterion_support_failed"": 9, ""semantic_validation_failed"": 1}",0,0.0,10
original,user,da-15-7,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-7/rep-003/luna/user-simulator-red-team-trace,6,1,2,2,"{""criterion_support_failed"": 4, ""aggregate_margin_failed"": 1}",3,-15.0,7
original,user,da-15-8,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-8/rep-001/luna/user-simulator-red-team-trace,2,2,2,2,{},0,0.0,5
original,user,da-15-8,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-8/rep-002/luna/user-simulator-red-team-trace,8,2,2,2,"{""criterion_support_failed"": 5, ""aggregate_margin_failed"": 1}",1,-5.0,9
original,user,da-15-8,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-15-8/rep-003/luna/user-simulator-red-team-trace,3,0,2,,"{""aggregate_margin_failed"": 2, ""criterion_support_failed"": 1}",0,0.0,5
original,user,da-16-1,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-16-1/rep-001/luna/user-simulator-red-team-trace,10,1,2,5,"{""criterion_support_failed"": 7, ""semantic_validation_failed"": 2}",1,-10.0,10
original,user,da-16-1,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-16-1/rep-002/luna/user-simulator-red-team-trace,5,1,2,4,"{""semantic_validation_failed"": 2, ""aggregate_margin_failed"": 2}",0,0.0,7
original,user,da-16-1,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-16-1/rep-003/luna/user-simulator-red-team-trace,11,1,2,10,"{""semantic_validation_failed"": 4, ""criterion_support_failed"": 6}",0,0.0,10
original,user,da-18-5,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-5/rep-001/luna/user-simulator-red-team-trace,4,0,2,,"{""criterion_support_failed"": 2, ""aggregate_margin_failed"": 2}",0,0.0,5
original,user,da-18-5,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-5/rep-002/luna/user-simulator-red-team-trace,3,0,3,,"{""aggregate_margin_failed"": 2, ""criterion_support_failed"": 1}",0,0.0,6
original,user,da-18-5,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-5/rep-003/luna/user-simulator-red-team-trace,3,1,2,4,"{""semantic_validation_failed"": 1, ""aggregate_margin_failed"": 1}",0,0.0,5
original,user,da-18-7,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-7/rep-001/luna/user-simulator-red-team-trace,3,1,2,2,"{""criterion_support_failed"": 2}",0,0.0,7
original,user,da-18-7,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace,3,0,2,,"{""criterion_support_failed"": 3}",0,0.0,5
original,user,da-18-7,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-18-7/rep-003/luna/user-simulator-red-team-trace,10,1,2,5,"{""criterion_support_failed"": 6, ""aggregate_margin_failed"": 2, ""semantic_validation_failed"": 1}",0,0.0,8
original,user,da-19-1,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-1/rep-001/luna/user-simulator-red-team-trace,4,0,2,,"{""criterion_support_failed"": 4}",0,0.0,5
original,user,da-19-1,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-1/rep-002/luna/user-simulator-red-team-trace,4,2,2,3,"{""criterion_support_failed"": 2}",0,0.0,5
original,user,da-19-1,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-1/rep-003/luna/user-simulator-red-team-trace,2,1,2,2,"{""criterion_support_failed"": 1}",0,0.0,5
original,user,da-19-6,1,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace,9,1,2,6,"{""criterion_support_failed"": 7, ""aggregate_margin_failed"": 1}",5,-50.0,10
original,user,da-19-6,2,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-6/rep-002/luna/user-simulator-red-team-trace,9,1,2,3,"{""criterion_support_failed"": 8}",3,-20.0,10
original,user,da-19-6,3,/home/aydanh/repos/rubric_gen/runs/babel-result20-cue-contrast-20260908/trace/study/biomnibench-da-factorial-r10-f0203f5d69f3/experiments/da-19-6/rep-003/luna/user-simulator-red-team-trace,9,0,2,,"{""criterion_support_failed"": 8, ""aggregate_margin_failed"": 1}",0,0.0,10
