judgment_key,task_id,replicate,condition_id,model,provider,response_id,usage_available,input_tokens,output_tokens,cached_input_tokens,cache_write_input_tokens,usage_based_usd,worker_elapsed_seconds,reused_before_dispatch,usage_path
9f7b76a753cb1f261347660bb5cb2be6,da-20-4,2,user-simulator-static,gemini-3.8-flash,google,KOKwaoLYNsCU39IPjrTB-A0,False,,,,,,2.2828194100002293,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/9f7b76a753cb1f261347660bb5cb2be6/evaluations/s008/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/4abe87f727e33fc19f2cd2fc6b6dd24c/usage.json
8e56b395a024ba7f2090187c42e50aed,da-20-4,2,user-simulator-static,gpt-5.6-sol,openai,resp_0c1eb330d57bb8a5016ab0e228da8087d1a70906b62926adcc,True,3476,239,0,3473,0.02889125,4.430297763989074,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/8e56b395a024ba7f2090187c42e50aed/evaluations/s008/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/0adb78fa6a1cab37f6a0ebdf1ab865a8/usage.json
9d5caae41128f1a9f587e473b2f1ca35,da-20-4,3,full-static,gemini-3.8-flash,google,KOKwaojaNKnx-sAPubPjkQs,False,,,,,,2.7580280879919883,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/9d5caae41128f1a9f587e473b2f1ca35/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/fa7b880b9e3155091bd0835cbc8beafe/usage.json
d0b6bb1f7f56f7d5115a9d05c41c36bb,da-20-4,3,full-static,gpt-5.6-sol,openai,resp_0f614b4ae659cf72016ab0e228df7887d182b9f0ced42e5da5,True,4945,353,0,4942,0.0414925,6.489039670996135,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/d0b6bb1f7f56f7d5115a9d05c41c36bb/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/c677468b4983a2ea5bc5683ae1a53915/usage.json
8cb87380b34e46af2d2106cecfafe312,da-20-4,3,user-simulator-static,gemini-3.8-flash,google,KOKwas6xNsOH39IP_rDc6Q0,False,,,,,,3.287744051980553,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/8cb87380b34e46af2d2106cecfafe312/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/1a91258084942423362879ae5debf166/usage.json
63bae9d8416f7f1c69ba2499e98d6956,da-20-4,3,user-simulator-static,gpt-5.6-sol,openai,resp_04a0253042e94869016ab0e228d40c87d1a6b431bb97b6f5e4,True,6280,297,0,6277,0.04815625,5.598581136990106,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/static/artifacts/63bae9d8416f7f1c69ba2499e98d6956/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/bcbf4ffb1bfc50255953e6bf17ba97d1/usage.json
02deb7d08a58bc315961095ad84cb80d,da-20-4,1,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwauTPK4XWjMcPxIbfOQ,False,,,,,,2.6908275979803875,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/02deb7d08a58bc315961095ad84cb80d/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/b945f02cc779ac23b4c4d4ba683e656c/usage.json
d0c8a59dbe58e8dfe5b508495a070b10,da-20-4,1,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_09901560c5721fb6016ab0e231a43087d181fe0dfe8c8b8815,True,6251,277,0,6248,0.047375,5.545289743022295,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/d0c8a59dbe58e8dfe5b508495a070b10/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/6992b13a2d646ea9bec16b16561b91d1/usage.json
a7381d66a30f9a50e942a64de9a3e9cb,da-20-4,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwaqfpK_Gd-8YPyKStsQM,False,,,,,,2.7386149439844303,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/a7381d66a30f9a50e942a64de9a3e9cb/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/a363d579b2c6d85e59fa868308cdf24d/usage.json
2e1b9f7d7780e900e4476257c2ff6881,da-20-4,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0b9b283ef8c400c6016ab0e231b29087d1bd024dd1adb13531,True,4183,247,0,4180,0.03355,5.5480776370095555,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/2e1b9f7d7780e900e4476257c2ff6881/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/deb874a066dd628e3fe4a4e6dca19d53/usage.json
ccad994a8183ffb4a41f681769400baf,da-20-4,2,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwauLeK7yajrEP05S1yAY,False,,,,,,2.2583220880187582,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/ccad994a8183ffb4a41f681769400baf/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/676d6515ac6906a0cd5859f32ca774c5/usage.json
b8c1462f110b654d341aecdedc2e2ab8,da-20-4,2,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0b8f040e64f3d658016ab0e231ec9c87d1ace933e4b2e5fc6b,True,5862,253,0,5859,0.04422375,5.249023285985459,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/b8c1462f110b654d341aecdedc2e2ab8/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/8a08e4e852da33a7c243655269edbd7d/usage.json
528b4f5c535c5f9a63175b6f5a3666cd,da-20-4,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwaqG5NvKf6dkPv-aS2As,False,,,,,,2.6743367330054753,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/528b4f5c535c5f9a63175b6f5a3666cd/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/04b22976efe7f3e839feb81cd1033870/usage.json
56305315cb238d88e70a45d11948f597,da-20-4,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0e28e849c5c8f48f016ab0e231ad4887d1b4714805c57a677a,True,4213,248,0,4210,0.0337675,4.839864787994884,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/56305315cb238d88e70a45d11948f597/evaluations/s004/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/f1871ba54af4956188928221b4f5d22e/usage.json
30b42e44be0f7ba78d262b658a1718ab,da-20-4,3,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwatq6LMv6-8YPpfThyQE,False,,,,,,2.8132507050177082,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/30b42e44be0f7ba78d262b658a1718ab/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/6cb7f3f57d4ebdd596543f74126949d8/usage.json
387864e3cd62bfabb7249636c73d4e37,da-20-4,3,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0b33e5a0823179a9016ab0e231b13887d1ade7b19eeca6e4b1,True,4277,264,0,4274,0.0346475,6.959244714002125,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/387864e3cd62bfabb7249636c73d4e37/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/fef32df1c83c6e78a527fa47c3aa796c/usage.json
3c92e396e3a38013b67937b6420aa969,da-20-4,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,MeKwaraPLMbf-sAP27PzwQ4,False,,,,,,2.859148956980789,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/3c92e396e3a38013b67937b6420aa969/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/6544469d8d328fa3b80c66c1ae9b1e77/usage.json
4d3a2eca5d26dd1e42001e50ec8fffd0,da-20-4,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0803ec68a3e88728016ab0e231a14887d1b7036e6535189901,True,5051,255,0,5048,0.039215,6.200408314995002,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-20-4/trace/artifacts/4d3a2eca5d26dd1e42001e50ec8fffd0/evaluations/s005/6206a62b1c7efacae995fb6798b338c0179aa919964aa5633310e26492017b4a/aaecd0c874664ea94a61e0a99b91e781/usage.json
