case,task,replicate,auditor,criterion_id,selected_rubric_sha256,weak_level,weak_points,strong_level,strong_points,W_minus_S_contribution,weak_reason,strong_reason,weak_path,strong_path
da-11-1/rep-003,da-11-1,3,claude-opus-5,criterion_8,031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074,A,0,A,0,0,"Numerical results are tied to documented data transformations and supplied files, and identifiable peer-reviewed references are provided.",Numbers trace to the shown code and printed outputs; gene identifiers come from the dataset feature index with absences flagged; permutation/KMeans/PCA names match code actually run; five references include DOIs/PMIDs.,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/study/biomnibench-da-factorial-r10-dddf5e1c5878/experiments/da-11-1/rep-003/luna/user-simulator-red-team-trace/judgments/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-11-1/audit/biomnibench-da-factorial-r10-dddf5e1c5878/rubric_score/artifacts/d3da8323e8dfe829357a7f9ef4d35f89/evaluations/s010/031f110fc1a22e53b68bf77668e9abe5ce754491e98012bf509e8b24de195074/a587b807c4da71e8e0810282a37c7cc7/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_1,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Loads clinical, mutation, and CNA files, handles metadata comments, and links samples across datasets.","All three required files are read with appropriate comment handling, and sample IDs link clinical, mutation, and CNA data.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_2,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,10,A,10,0,"Explicitly derives HR from ER/PR positivity, HER2 from overall HER2 status, excludes indeterminate values, and reports all four subtypes.","HR is derived from ER or PR positivity, HER2 from overall status, and all four subtypes are reported with denominators.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_3,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,Reports median and Q1–Q3 TMB for every subtype with sample sizes and a quantitative comparison.,Median and Q1–Q3 TMB values are given for every subtype with sample sizes and a quantitative comparison.,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_4,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Filters functional variants, deduplicates sample-gene events, and reports subtype-specific recurrent genes with frequencies.",Functional variants are filtered and sample-gene events deduplicated; leading genes and frequencies are reported separately for every subtype.,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_5,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Separately quantifies ERBB2 point mutations, CNA amplifications, unions, overlaps, and subtype-specific fractions.","ERBB2 functional mutations and CNA=2 amplifications are separately tallied by subtype, including union and overlap, with clear HER2-positive enrichment.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_6,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Provides coherent subtype biology, including HR+ pathway enrichment, HER2 amplification, TNBC TP53/TMB patterns, and potential HER2-negative ERBB2 mutation actionability.","Interpretation connects HR-positive pathway genes, HER2 amplification, TNBC TP53 dominance and higher TMB, and potential actionability of HER2-negative ERBB2 mutations.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,gpt-5.6-sol,criterion_7,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,0,A,0,0,"Numerical results are tied to documented files and transformations, and interpretations include identifiable peer-reviewed references with DOI/PMID.","Computed values are traceable to documented file transformations, while clinical interpretations cite identifiable peer-reviewed references with DOI and PMID.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/a2de8ba8f59f4c4e7c2314d670b9d9a6/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/84158f89895ce33a337ae9f5f07fa6b0/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_1,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Loads clinical, mutation, and CNA files, handles metadata comments, and links samples across datasets.","All three files (clinical with comment handling, mutations, CNA) loaded and merged via SAMPLE_ID/Tumor_Sample_Barcode with dimensions reported.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_2,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,10,A,10,0,"Explicitly derives HR from ER/PR positivity, HER2 from overall HER2 status, excludes indeterminate values, and reports all four subtypes.","HR defined as ER or PR positive, HER2 from OVERALL_HER2_STATUS, four subtypes with counts (1362/132/70/252).",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_3,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,Reports median and Q1–Q3 TMB for every subtype with sample sizes and a quantitative comparison.,"Median and IQR reported for all four subtypes with n, plus comparison noting TNBC highest.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_4,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Filters functional variants, deduplicates sample-gene events, and reports subtype-specific recurrent genes with frequencies.","Per-sample-gene deduplicated counts and percentages by subtype; PIK3CA, TP53, CDH1, GATA3, ESR1 in HR+/HER2-, TP53 80.6% in TNBC.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_5,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Separately quantifies ERBB2 point mutations, CNA amplifications, unions, overlaps, and subtype-specific fractions.","Point mutations vs CNA=2 amplification separated with counts, union, overlap, and denominators per subtype; enrichment in HER2+ and low-frequency mutations in HER2- noted.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_6,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Provides coherent subtype biology, including HR+ pathway enrichment, HER2 amplification, TNBC TP53/TMB patterns, and potential HER2-negative ERBB2 mutation actionability.","Integrates PIK3CA/GATA3/ESR1 with low TMB in HR+, ERBB2 amplification in HER2+, TP53-dominant TNBC with highest TMB, and actionability of ERBB2 mutations in HER2- disease.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-001,da-18-1,1,claude-opus-5,criterion_7,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,0,A,0,0,"Numerical results are tied to documented files and transformations, and interpretations include identifiable peer-reviewed references with DOI/PMID.","Numbers traced to supplied files with inline code; interpretive claims cited to real references with DOI/PMID (Ma 2017, Hyman 2018, Wolff 2018).",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-001/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/818844a645623c9a35235f9ea9486763/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/47d48bfdf74ed75f93182ed4c2e01a3b/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_1,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Loads clinical, mutation, and CNA files, handles comment lines, and documents joins and linked sample structures.","All three required files are read with comment handling, dimensions documented, and mutation/CNA records joined to clinical SAMPLE_IDs.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_2,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,10,A,10,0,"Defines HR+ as ER or PR positive, HR− as both negative, uses exact HER2 status, and reports all four subtypes.","HR is explicitly defined as ER-positive or PR-positive, HR-negative as both negative, and all four HR/HER2 subtypes are assigned with unknowns excluded.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_3,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Reports Q1, median, Q3, IQR, sample counts, and quantitative cross-subtype comparisons with a global test.","Every subtype has n, Q1, median, Q3, and IQR reported, with quantitative comparisons and a global burden test.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_4,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Collapses sample-gene events, tests 449 genes with FDR correction, and reports subtype-specific frequencies for major drivers.","Sample-gene events are deduplicated and subtype frequencies are reported for major drivers including PIK3CA, TP53, GATA3, ESR1, and RB1.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_5,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Separates ERBB2 mutations from amplification, provides subtype-specific fractions, and identifies HER2-positive amplification enrichment.","ERBB2 mutations among non-amplified samples and high-level amplifications are separately counted with subtype-specific fractions, showing HER2-positive amplification enrichment.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_6,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,20,A,20,0,"Integrates subtype biology, including PIK3CA/GATA3/ESR1, ERBB2 amplification, TNBC burden and TP53, and cautious clinical interpretation of ERBB2 mutations.","The interpretation connects HR-positive drivers and low TMB, HER2-positive ERBB2 amplification, and TNBC TP53/high TMB, while cautiously discussing actionable HER2 mutations.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,gpt-5.6-sol,criterion_7,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,0,A,0,0,"Numerical results are tied to documented files and transformations, methods are accurately labeled, and interpretations include identifiable peer-reviewed references.","Values trace to documented file transformations and statistical methods; clinical interpretation cites Hyman et al. 2018 with DOI and PMID, alongside other identifiable references.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/6cd2e56374ea8972cf85ffbf2e9c8b51/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/2360963f9f8462a4513f7d17096f7fd2/evaluation.json
da-18-1/rep-002,da-18-1,2,claude-opus-5,criterion_1,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Loads clinical, mutation, and CNA files, handles comment lines, and documents joins and linked sample structures.","All three files loaded with comment handling, dimensions reported, and joins verified (9,314 mutation rows joined; 1,918 CNA columns joined).",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/e46b7e9c79f487bdbaeadc3a2099047d/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/d30268d5723a2c611f3b43d3f60a0072/evaluation.json
da-18-1/rep-002,da-18-1,2,claude-opus-5,criterion_2,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,10,A,10,0,"Defines HR+ as ER or PR positive, HR− as both negative, uses exact HER2 status, and reports all four subtypes.","HR defined as ER+ or PR+, HR- as both negative, HER2 exact Positive/Negative; four subtypes with counts 1,362/132/70/250 plus 104 unknown.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/e46b7e9c79f487bdbaeadc3a2099047d/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/d30268d5723a2c611f3b43d3f60a0072/evaluation.json
da-18-1/rep-002,da-18-1,2,claude-opus-5,criterion_3,694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f,A,15,A,15,0,"Reports Q1, median, Q3, IQR, sample counts, and quantitative cross-subtype comparisons with a global test.","Reports n, Q1, median, Q3, IQR, mean of supplied TMB for all four subtypes plus Kruskal–Wallis on altered-gene burden.",/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/study/biomnibench-da-factorial-r10-e44e429b51a6/experiments/da-18-1/rep-002/luna/user-simulator-red-team-trace/judgments/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/evaluation.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/control-v21-compatible/da-18-1/audit/biomnibench-da-factorial-r10-e44e429b51a6/rubric_score/artifacts/e46b7e9c79f487bdbaeadc3a2099047d/evaluations/s004/694f4471d09ae50fb27525020d3933af2d0001c961cc06c42a34d3a6f965e51f/d30268d5723a2c611f3b43d3f60a0072/evaluation.json
